data_extracao,dep_administrativa,tipo,inep,nome,abr_nome,logradouro,numero,bairro,cep,latitude,longitude,telefone,email,url_website,blog,twitter,facebook,reg_conselho_tutelar,desc_reg_conselho_tutelar,reg_orcamento_part,desc_reg_orcamento_part,situacao_funcionamento,convenio_municipal,convenio_estadual,convenio_federal,convenio_fasc,escola_especial,cat_part_privada,cat_part_comunitaria,cat_part_confessional,cat_part_filantropica,mant_empresa_privada,mant_sindicato,mant_sistema_s,mant_ong,mant_apae
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105173,ESCOLA  TECNICA  ESTADUAL JOSE FEIJO                    ,JOSE FEIJO                    ,RUA ENEAS FLORES                                  ,55,RUBEM BERTA         ,91250570  ,0.0,0.0,33663816            ,mariaepifaneo@terra.com.br                        ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,10,NORDESTE/EIXO BALTAZAR     ,14,EIXO BALTAZAR     ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105181,COLEGIO EST PROTASIO ALVES                              ,PROTASIO                      ,AV IPIRANGA                                       ,1090,AZENHA              ,90160091  ,0.0,0.0,32237066            ,soniaboyde@terra.com.br                           ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,8,CENTRO                     ,16,CENTRO            ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105190,COLÉGIO EST  DOM JOAO BECKER                            ,BECKER                        ,RUA NOVA PRATA                                    ,180,IAPI                ,90520150  ,0.0,0.0,33411316            ,colegio.becker@terra.com.br                       ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,1,"ILHAS, HUMAITA/NAVEGANTES  ",5,NORTE             ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105203,COL ESTADUAL CANDIDO JOSE DE GODOI                      ,CANDIDO                       ,AV FRANCA                                         ,400,NAVEGANTES          ,90230220  ,0.0,0.0,33425717            ,secretaria@colegiogodoi.com.br                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,1,"ILHAS, HUMAITA/NAVEGANTES  ",1,HUMAITÁ/NAVEGANTES,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105211,ESC EST DE ENSINO MEDIO INFANTE DOM HENRIQUE            ,INFANTE                       ,RUA GONCALVES DIAS                                ,1022,MENINO DEUS         ,90130060  ,0.0,0.0,32336402            ,escolainfante@yahoo.com.br                        ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,8,CENTRO                     ,16,CENTRO            ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105220,COL ESTADUAL JULIO DE CASTILHOS                         ,CASTILHOS                     ,AV PIRATINI                                       ,76,SANTANA             ,90040160  ,0.0,0.0,32233411            ,colegiojulinho@ig.com.br                          ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,8,CENTRO                     ,16,CENTRO            ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105238,ESC EST ENS MEDIO PADRE REUS                            ,PADRE REUS                    ,AV OTTO NIEMEYER                                  ,650,TRISTEZA            ,91910001  ,0.0,0.0,32686811            ,escolapadrereus@hotmail.com                       ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,6,CENTRO SUL/SUL             ,15,SUL               ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105262,ESCOLA DE EDUCAÇÃO INFANTIL CRIANÇA ARTEIRA             ,CRIANÇA ARTEIRA               ,RUA ARTIGAS                                       ,340,PETROPOLIS          ,90670120  ,0.0,0.0,33333029            ,criancaarteira@correioweb.com.br                  ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,16,CENTRO            ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105270,ESC DE ENS FUND NOSSA SENHORA DO CENACULO               ,CENACULO                      ,VIELA SAO BRAS                                    ,17,PASSO DAREIA        ,90520480  ,0.0,0.0,33413257            ,secretaria@cenaculo.com.br                        ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,2,NOROESTE          ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105289,ESCOLA DE ENSINO FUNDAMENTAL MARIA AUXILIADORA          ,AUXILIADORA                   ,RUA MAL JOSE INACIO DA SILVA                      ,305,IAPI                ,90520280  ,0.0,0.0,33411590            ,secretaria@imapoa.com.br                          ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,5,NORTE             ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105300,ESC DE ENS FUNDAMENTAL MADRE RAFFO                      ,MADRE RAFFO                   ,RUA DR CARLOS FLORES                              ,53,BELEM NOVO          ,91780080  ,0.0,0.0,32591113            ,eraffo@terra.com.br                               ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,13,EXTREMO SUL       ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105319,ASSOCIAÇÃO BENEFICIENTE CRECHE MAMÃE MARGARIDA          ,MAMAE MARGARIDA               ,RUA PEDRO IVO                                     ,88,MONTSERRAT          ,90450210  ,0.0,0.0,33328700            ,cmmargarida@dombosco.net                          ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,16,CENTRO            ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105327,ESC DE EDUC BAS MARIA GORETTI                           ,MARIA GORETTI                 ,RUA FILADELFIA                                    ,314,HIGIENOPOLIS        ,90550060  ,0.0,0.0,33428712            ,egoretti@mgoretti.com.br                          ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,2,NOROESTE          ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105335,ESC DE ENS FUND MARIA IMACULADA                         ,MARIA IMACULADA               ,RUA GEN GOMES CARNEIRO                            ,364,MEDIANEIRA          ,90870310  ,0.0,0.0,32316509            ,vicentacunha@cpovo.net                            ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,10,CRUZEIRO          ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105343,ESC DE ENS FUND NOSSA SENHORA DO BRASIL                 ,NOSSA SENHORA D               ,RUA ALARICO VALENCA                               ,160,PARTENON            ,91520010  ,0.0,0.0,33364509            ,ensb.sec@terra.com.br                             ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,7,PARTENON          ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105351,COLEGIO ESPIRITO SANTO                                  ,ESPIRITO SANTO                ,RUA BORTOLO BARBIERI                              ,90,JARDIM SAO PEDRO    ,91040160  ,0.0,0.0,33413376            ,secretaria@colegioromanoii.com.br                 ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,2,NOROESTE          ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105360,COLÉGIO SANTA ROSA DE LIMA                              ,ROSA DE LIMA                  ,RUA SANTA TEREZINHA                               ,572,SANTANA             ,90040160  ,0.0,0.0,32235487            ,colegio@colegiosantarosadelima.com.br             ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,16,CENTRO            ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105386,INSTITUTO ESTADUAL PROFESSORA GEMA ANGELINA BELIA       ,GEMA                          ,AV ANTONIO DE CARVALHO                            ,495,JARDIM CARVALHO     ,91430001  ,0.0,0.0,33877092            ,gema.belia@ibest.com.br                           ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,3,BOM JESUS/LESTE            ,3,LESTE             ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105394,ESC EST DE ENSINO FUNDAMENTAL NACOES UNIDAS             ,UNIDAS                        ,RUA MANOEL DO CARMO                               ,100,NONOAI              ,90830340  ,0.0,0.0,32662049            ,efnacoesunidas-01cre@seduc.rs.gov.br              ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,5,GLÓRIA/CRUZEIRO/CRISTAL    ,12,CENTRO-SUL        ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105408,COLEGIO ADVENTISTA DE PORTO ALEGRE                      ,PORTO ALEGRE                  ,RUA CAMAQUA                                       ,534,CAMAQUA             ,91910630  ,0.0,0.0,32497044            ,capa.asr@usb.org.br                               ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,12,CENTRO-SUL        ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105416,ESCOLA  DE ENS. FUND. PEQUENA CASA DA CRIANCA           ,CASA DA CRIANÇA               ,RUA MARIO ARTAGAO                                 ,13,PARTENON            ,90680090  ,0.0,0.0,33365090            ,edinfantil@pequenacasa.org.br                     ,escola@pequenacasa.org.br                                                                           ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,7,PARTENON          ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105432,ESC 1 GRAU INC SITIO DO PICA PAU AMARELO                ,PICA PAU AMAREL               ,RUA VERISSIMO ROSA                                ,175,PARTENON            ,90610280  ,0.0,0.0,33361362            ,escola@sitiodopicapauamarelors.com.br             ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,7,PARTENON          ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105564,ESC EST ENS FUND PROFª LUIZA TEIXEIRA LAUFFER           ,LAUFFER                       ,RUA NOSSA SRA DE FATIMA                           ,201,RUBEM BERTA         ,91180003  ,0.0,0.0,33661213            ,efluizalauffer-01cre@seduc.rs.gov.br              ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,14,EIXO BALTAZAR     ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105572,ESC EST NORMAL 1 DE MAIO                                ,1 DE MAIO                     ,AV PRESIDENTE ROOSEVELT                           ,149,NAVEGANTES          ,90230000  ,0.0,0.0,33424588            ,escola.1demaio@terra.com.br                       ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,1,"ILHAS, HUMAITA/NAVEGANTES  ",1,HUMAITÁ/NAVEGANTES,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105580,INSTITUTO ESTADUAL DOM DIOGO DE SOUZA                   ,DOM DIOGO                     ,RUA ADAO BAINO                                    ,206,CRISTO REDENTOR     ,91350240  ,0.0,0.0,33445806            ,idds@ig.com.br                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,1,"ILHAS, HUMAITA/NAVEGANTES  ",2,NOROESTE          ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105602,ESC FUNDAMENTAL MONSENHOR LEOPOLDO NEIS                 ,MONSENHOR                     ,ESTRADA DOS BATTILANAS                            ,140,CASCATA             ,91712310  ,0.0,0.0,3184325             ,efmln@terra.com.br                                ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,9,GLÓRIA            ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105610,COLEGIO MARISTA IR.WEIBERT DE EDUC. BÁSICA              ,WEIBERT                       ,NOEL ROSA                                         ,223,JARDIM ITU SABARA   ,91210110  ,0.0,0.0,33861327            ,weibert@aampa.com.br                              ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,3,LESTE             ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105629,ESCOLA  ADVENTISTA DE ENS FUND DE SARANDI               ,SARANDI                       ,RUA PASSOS FIGUEROA                               ,841,SARANDI             ,91110500  ,0.0,0.0,33647979            ,eas.acsr@usb.org.br                               ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,5,NORTE             ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105637,COLEGIO ADVENTISTA MARECHAL RONDON                      ,RONDON                        ,TRAV PROF.EMETERIO G.FERNANDEZ                    ,345,JARDIM ITATI        ,91370380  ,0.0,0.0,33403375            ,secmar.acsr@usb.org.br                            ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,2,NOROESTE          ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105670,COLEGIO SINODAL DO SALVADOR                             ,SINODAL                       ,AV MATHILDE T RENNER                              ,55,JARDIM ITATI        ,91370000  ,0.0,0.0,3405509             ,salvador@salvador.org.br                          ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,2,NOROESTE          ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105688,CENTRO TECNOLOGICO EST PAROBE ESC TEC EST PAROBE        ,PAROBE                        ,AV JOSE LOUREIRO DA SILVA                         ,945,CENTRO              ,90010420  ,0.0,0.0,32216953            ,parobe@cteparobe.com.br                           ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,8,CENTRO                     ,16,CENTRO            ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105696,ESC TÉC  EST SENADOR ERNESTO DORNELLES                  ,ERNESTO                       ,RUA DUQUE DE CAXIAS                               ,385,CENTRO              ,90010282  ,0.0,0.0,32282455            ,etesed@uol.com.br                                 ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,8,CENTRO                     ,16,CENTRO            ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105718,COL MAUA- COOPROGRAN - COOP PROF GRANDE POA             ,MAUA                          ,RUA ANDRADAS                                      ,861,CENTRO              ,90020003  ,0.0,0.0,32281810            ,secretaria@colegiomaua.com.br                     ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,16,CENTRO            ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,PRIVADO     ,NI                                                                                        ,43105734,COLEGIO SANTA DOROTEIA                                  ,DOROTEIA                      ,RUA MALI                                          ,405,CRISTO REDENTOR     ,91370230  ,0.0,0.0,33407908            ,secretaria@santadoroteia-rs.com.br                ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,2,NOROESTE          ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105742,E EST ENS FUNDAMENTAL PROF MARINA MARTINS DE SOUZA      ,MARINA                        ,RUA SARG EXP. GERALDO SANTANA                     ,0,PARTENON            ,91530640  ,0.0,0.0,33398126            ,efmartinsdesouza-01cre@seduc.rs.gov.br            ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,4,PARTENON                   ,7,PARTENON          ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105750,ESC ESTADUAL DE ENSINO FUND AÇORIANOS                   ,AÇORIANOS                     ,RUA SALVADOR PINHEIRO                             ,65,VILA JARDIM         ,91320240  ,0.0,0.0,33380835            ,efacorianos-01cre@seduc.rs.gov.br                 ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,3,BOM JESUS/LESTE            ,2,NOROESTE          ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105769,ESC EST ENS MEDIO AGRONOMO PEDRO PEREIRA                ,AGRONOMO                      ,AV BENTO GONCALVES                                ,8426,AGRONOMIA           ,91540000  ,0.0,0.0,33195606            ,                                                  ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,9,LOMBA DO PINHEIRO/AGRONOMIA,4,LOMBA DO PINHEIRO ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105777,ESC EST DE ENS FUNDAMENTAL  ALBERTO BINS                ,ALBERTO BINS                  ,AV TRONCO                                         ,150,SANTA TEREZA        ,90880310  ,0.0,0.0,32323005            ,kaka070562@hotmail.com                            ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,5,GLÓRIA/CRUZEIRO/CRISTAL    ,10,CRUZEIRO          ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105785,ESC EST DE ENS MEDIO ALBERTO TORRES                     ,TORRES                        ,RUA RODRIGUES DA FONSECA                          ,1666,VILA NOVA           ,91740800  ,0.0,0.0,32467824            ,eeem.albertotorres@yahoo.com.br                   ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,6,CENTRO SUL/SUL             ,12,CENTRO-SUL        ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105793,ESC EST DE ENS FUND ALCEU WAMOSY                        ,ALCEU                         ,RUA JARDIM DAS BROMÉLIAS                          ,52,JARDIM CAMAQUA      ,91920400  ,0.0,0.0,32411127            ,alceuwamosy@bol.com.br                            ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,6,CENTRO SUL/SUL             ,12,CENTRO-SUL        ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105807,E.E.E.B. ALMIRANTE BACELAR                              ,ALMIRANTE                     ,AV PROTASIO ALVES                                 ,13097,PASSO DORNELLES     ,91260000  ,0.0,0.0,4351553             ,ebalmirantebacelar-01cre@seduc.rs.gov.br          ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,3,BOM JESUS/LESTE            ,3,LESTE             ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105815,ESC EST DE ENS MEDIO ALMIRANTE BARROSO                  ,BARROSO                       ,RUA CAPITAO COELHO                                ,95,ARQUIPELAGO         ,90090040  ,0.0,0.0,32116045            ,almiranteb@terra.com.br                           ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,1,"ILHAS, HUMAITA/NAVEGANTES  ",17,ILHAS             ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105823,ESC EST ENS FUND ALVARENGA PEIXOTO                      ,ALVARENGA                     ,TRAV GETULIO VARGAS                               ,2,ARQUIPELAGO         ,90090260  ,0.0,0.0,32031470            ,efalvarengapeixoto-01cre@seduc.rs.gov.br          ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,1,"ILHAS, HUMAITA/NAVEGANTES  ",17,ILHAS             ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105831,ESC EST ENS FUN AMERICA                                 ,AMERICA EST                   ,RUA OCTACILIO JOSE DIAS                           ,0,JARDIM INGA         ,91230380  ,0.0,0.0,33448577            ,efamerica-01cre@seduc.rs.gov.br                   ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,0,TODAS AS REGIÕES           ,14,EIXO BALTAZAR     ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105840,ESC EST ENS FUND ANA NERI                               ,ANA NERI                      ,RUA JOAQUIM SILVEIRA                              ,738,SAO SEBASTIAO       ,91060320  ,0.0,0.0,33409510            ,eeefananery@brturbo.com.br                        ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,1,"ILHAS, HUMAITA/NAVEGANTES  ",2,NOROESTE          ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
2019-09-27 13:51:04,ESTADUAL    ,NI                                                                                        ,43105858,ESC EST DE ENS MEDIO ANNE FRANK                         ,ANNE FRANK                    ,AVENIDA CAUDURO                                   ,238,BOM FIM             ,90035110  ,0.0,0.0,33113864            ,annefrank@via-rs.net                              ,                                                                                                    ,                                                                                                    ,                                                                                                    ,                                                                                                    ,8,CENTRO                     ,16,CENTRO            ,EM ATIVIDADE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO
