Inep,Logradouro,Numero,Bairro,Cep,Email
43106226,RUA BISPO SARDINHA                                ,159,IPIRANGA            ,91370130,escolalacerda@pop.com.br                          
43106234,RUA MARIO DE ARTAGAO                              ,455,PARTENON            ,90680090,escolajcf@terra.com.br                            
43106242,ESTR RETIRO DA PONTA GROSSA                       ,3541,PONTA GROSSA        ,91785340,efjoselsilva-01cre@seduc.rs.gov.br                
43106250,RUA D. FIRMINA                                    ,1377,PARTENON            ,91520210,eeefmartinscosta@yahoo.com.br                     
43106277,RUA VIDAL DE NEGREIROS                            ,432,PARTENON            ,91520480,oscar_tollens@yahoo.com.br                        
43106285,RUA PARQUE DOS NATIVOS                            ,545,VILA IPIRANGA       ,91370360,escoswaldoaranha@ig.com.br                        
43106293,PRACA NOSSA SENHORA DE BELEM                      ,0,BELEM VELHO         ,91712240,drpachecoprates@yahoo.com.br                      
43106307,RUA SEBASTIAO WOLF                                ,231,NONOAI              ,91720540,victordebritto@brturbo.com.br                     
43106315,RUA GEN CALDWELL                                  ,1175,AZENHA              ,90130051,duquedecaxiaspoa@hotmail.com                      
43106323,RUA ANTONIO SEVERINO NETO                         ,109,RUBEM BERTA         ,91250330,escolarodolfoahrons@ibest.com.br                  
43106331,RUA ASCENCAO                                      ,245,GLORIA              ,91710180,efespsanto-01cre@seduc.rs.gov.br                  
43106340,RUA WASHINGTON LUIZ                               ,980,CENTRO              ,90010460,efergs-01cre@seduc.rs.gov.br                      
43106358,BARAO DO CERRO LARGO                              ,385,MENINO DEUS         ,90850110,efeuclidescunha-01cre@seduc.rs.gov.br             
43106366,RUA VICINAL UM - VILA SAO FRANCISCO               ,145,LOMBA DO PINHEIRO   ,91550550,carminattie@ibest.com.br                          
43106374,PRACA INACIO ANTONIO DA SILVA                     ,0,BELEM NOVO          ,91780330,escolaevarista@yahoo.com.br                       
43106382,RUA 1 SN CEFER II PARTENON                        ,0,JARDIM CARVALHO     ,91430370,jescandiel@bol.com.br                             
43106390,RUA DR EDUARDO CHARTIER                           ,1192,HIGIENOPOLIS        ,90520100,escola.fabiola@yahoo.com.br                       
43106404,RUA FELIPE DE OLIVEIRA                            ,59,SANTA CECILIA       ,90630000,felipedeoliveira@pop.com.br                       
43106412,RUA UPAMOROTI                                     ,1200,CRISTAL             ,90820140,ebferferrari-01cre@seduc.rs.gov.br                
43106420,RUA FREDERICO GUILHERME GAELZER                   ,168,JARDIM DO SALSO     ,91410140,ebfergomes-01cre@seduc.rs.gov.br                  
43106439,ESTR DO VAREJAO                                   ,372,LAMI                ,91787170,efoscarcoelho-01cre@seduc.rs.gov.br               
43106447,RUA CARLOS PESSOA DE BRUM                         ,150,SANTO ANTONIO       ,90640140,efgabrielamistral-01cre@seduc.rs.gov.br           
43106455,RUA HUM CEFER 1                                   ,0,PARTENON            ,91430320,efilhamoreira-01cre@seduc.rs.gov.br               
43106463,AV AMERICA                                        ,145,AUXILIADORA         ,90440020,daltrofilho@pop.com.br                            
43106480,RUA FRANCISCO MARTINS                             ,0,CASCATA             ,91712150,cpm.escola@ig.com.br                              
43106498,PRACA  PAULO DE ARAGAO BOZANO                     ,0,VILA IPIRANGA       ,91360160,ebgomescarneiro-01cre@seduc.rs.gov.br             
43106501,RUA CANDIOTA                                      ,145,PASSO DAREIA        ,91030020,gd145@hotmail.com                                 
43106528,RUA PROFESSOR EMILIO KEMP                         ,65,JARDIM ITU SABARA   ,91380380,eeef.gustavo@terra.com.br                         
43106536,ESTR DA EXTREMA                                   ,2943,LAMI                ,91787540,efvillalobos-01cre@seduc.rs.gov.br                
43106544,EST EDGAR PIRES DE CASTRO                         ,3050,RESTINGA            ,91787000,efhenfarjat-01cre@seduc.rs.gov.br                 
43106552,RUA SENHOR DO BOM FIM                             ,0,SARANDI             ,91140380,efhumaita-01cre@seduc.rs.gov.br                   
43106560,RUA LUIZ MANOEL                                   ,2,AZENHA              ,90040390,supervisao_ig@yahoo.com.br                        
43106587,AV PROF PAULA SOARES                              ,1095,JARDIM ITU SABARA   ,91220450,emitalia-01cre@seduc.rs.gov.br                    
43106595,RUA ENRICO CARUSO                                 ,444,JARDIM ITU SABARA   ,91215300,escolajapao@yahoo.com.br                          
43106609,RUA COMENDADOR EDUARDO SECCO                      ,0,VILA IPE I          ,91440160,efericoverissimo-01cre@seduc.rs.gov.br            
43106617,RUA JUAREZ TAVORA                                 ,550,PARTENON            ,91520100,jeroalbuquerque@yahoo.com.br                      
43106625,RUA SAO MIGUEL                                    ,487,APARICIO BORGES     ,91710330,jeronimo.ornelas@hotmail.com                      
43106633,AV BRINO                                          ,350,PASSO DAREIA        ,91030280,escola.julio.grau@terra.com.br                    
43106641,AV ELIAS CIRNE LIMA                               ,100,INTERCAP            ,91530310,eels@terra.com.br                                 
43106650,RUA VIUVINHA                                      ,277,JARDIM CARVALHO     ,91430402,efheroazambuja-01cre@seduc.rs.gov.br              
43106668,RUA JOAO ALFREDO                                  ,443,CIDADE BAIXA        ,90050230,efleobarnewitz-01cre@seduc.rs.gov.br              
43106676,RUA RIVEIRA                                       ,400,PETROPOLIS          ,90670160,ltcenso@yahoo.com.br                              
43106684,RUA JACINTO OSORIO                                ,60,SANTANA             ,90040290,eefla@terra.com.br                                
43106692,RUA      HONDURAS                                 ,115,BELEM VELHO         ,91787260,escolaluizgama@hotmail.com                        
43106706,RUA XAVIER DA CUNHA                               ,680,NONOAI              ,90830430,efmachadoassis-01cre@seduc.rs.gov.br              
43106714,RUA TENENTE ARI TARRAGO                           ,0,PARTENON            ,91500000,escolamadreselima@ig.com.br                       
43106722,JACKSON DE FIGUEIREDO                             ,675,SARANDI             ,91120380,efmiguelpereira-01cre@seduc.rs.gov.br             
43106730,AV SATURNINO DE BRITO                             ,1425,VILA JARDIM         ,91320001,cfmarmallet-01cre@seduc.rs.gov.br                 
43106749,ESTR COSTA GAMA                                   ,3501,BELEM VELHO         ,91787290,efmariaaraujo-01cre@seduc.rs.gov.br               
43106757,AV PRESIDENTE VARGAS                              ,129,0,90090180,luama_psi@hotmail.com                             
43106765,AV ELY CORREA PRADO                               ,915,MARIO QUINTANA      ,91260300,www.marizebarros@brturbo.com.br                   
43106773,ESTR JUCA BATISTA                                 ,3450,IPANEMA             ,91755000,matiasdealbuquerque@pop.com.br                    
43106781,RUA GOMES CARNEIRO                                ,45,MEDIANEIRA          ,90870310,escolamedianeira@ibest.com.br                     
43106790,RUA MOEMA                                         ,255,CHACARA DAS PEDRAS  ,91330500,e.l.hoff@terra.com.br                             
43106803,JOSE GOMES                                        ,400,TRISTEZA            ,91910280,efrlandellmoura-01cre@seducrs.gov.br              
43106811,RUA LEMURIA                                       ,10,IPANEMA             ,91760530,efmontelibano-01cre@seduc.rs.gov.br               
43106820,ESTR JOAO ANTONIO SILVEIRA                        ,5070,RESTINGA            ,91790400,efnsconceicao-01cre@seduc.rs.gov.br               
43106838,RUA FURRIEL LUIZ ANTONIO DE VARGAS                ,135,MONTSERRAT          ,90470130,emt135@superig.com.br                             
43106846,AV DO LAMI                                        ,1150,BELEM NOVO          ,91780120,                                                  
43106854,RUA PEDRO DOS SANTOS SÁ                           ,50,SARANDI             ,91120150,eliete.ss@terra.com.br                            
43106862,RUA OLINDA                                        ,99,FLORESTA            ,90240570,efolegariomariano-01cre@seduc.rs.gov.br           
43106870,AV DOS PESCADORES                                 ,690,ARQUIPELAGO         ,90090170,oscarschmitt@brturbo.com.br                       
43106889,RUA CIDADE DE NATAL                               ,125,TRISTEZA            ,91900040,efosorioestrada-01cre@seduc.rs.gov.br             
43106897,RUA SILVIO SILVEIRA SOARES                        ,2711,CAMAQUA             ,91910460,otaviomangabeira@seduc.rs.gov.br                  
43106900,AV INDEPENDENCIA                                  ,1065,INDEPENDENCIA       ,90035077,efothelorosa-01cre@seduc.rs.gov.br                
43106919,RUA NOSSA SENHORA DE FATIMA                       ,195,RUBEM BERTA         ,91180003,efpadreleo-01cre@seduc.rs.gov.br                  
43106927,ESTR JOAO DE OLIVEIRA REMIAO                      ,6505,LOMBA DO PINHEIRO   ,91560000,escolachikaportoalegre@ibest.com.br               
43106935,RUA ADAO PINHEIRO DA SILVA                        ,490,ABERTA DOS MORROS   ,91751030,eparaiba@terra.com.br                             
43106943,AV TAQUARI                                        ,395,CRISTAL             ,90810180,secretariaparana@gmail.com                        
43106951,ESTR EDGAR PIRES DE CASTRO                        ,5580,BELEM NOVO          ,91787000,                                                  
43106960,RUA THOME ANTONIO DE SOUZA                        ,0,CAMPO NOVO          ,91750170,paulinamoresco@terra.com.br                       
43106978,RUA VALENTIM VICENTINI                            ,255,IAPI                ,90520220,amstadrs@ibest.com.br                             
43106986,ESTR CHAPEU DO SOL                                ,1680,BELEM NOVO          ,91787030,efpedroamerico-01cre@seduc.rs.gov.br              
43106994,AV JOSE CORREA DA SILVA                           ,380,JARDIM DAS PALMEIRAS,91740380,efpedrosirangelo-01cre@seduc.rs.gov.br            
43107001,RUA GREGORIO DA FONSECA                           ,91,NONOAI              ,90830260,efpiaui-01cre@seduc.rs.gov.br                     
43107010,ESTR MARTINHO POETA                               ,2125,ARQUIPELAGO         ,90090120,                                                  
43107028,RUA AMERICO VESPUCIO                              ,615,HIGIENOPOLIS        ,90550031,efplacidocastro-01cre@seduc.rs.gov.br             
43107036,"RUA, JOAO DALLEGRAVE                              ",130,MORRO SANTANA       ,91260170,escolapoa@ig.com.br                               
43107044,TRAV IRMAO PEDRO                                  ,0,TERESOPOLIS         ,91720360,efsimoeslneto-01cre@seduc.rs.gov.br               
43107052,ESTRADA OTAVIANO JOSE PINTO                       ,50,LAMI                ,91787660,genoveva60@brturbo.com.br                         
43107060,RUA BANCO INGLES                                  ,300,MORRO SANTA TEREZA  ,90840600,guerreirolima@cpovo.net                           
43107079,RUA HELIO PIMPAO                                  ,52,MORRO SANTANA       ,91450330,emalcidescunha-01cre@seduc.rs.gov.br              
43107087,RUA MONTE ALEGRE                                  ,119,JARDIM FLORESTA     ,91040120,e.e.e.f.aurlioreis@hotmail.com                    
43107095,RUA GUARACAPÁ                                     ,33,SANTA MARIA GORETTI ,91030150,escolacarlosrodriguesdasilva@bol.com.br           
43107109,AV POLAR                                          ,0,JARDIM FLORESTA     ,91040550,efernestotochetto-01cre@seduc.rs.gov.br           
43107117,AV. NAÇOES                                        ,0,PETROPOLIS          ,90690400,ivo_escola@yahoo.com.br                           
43107125,RUA EUGENIO DU PASQUIER                           ,280,CRISTO REDENTOR     ,91040350,emsarmentoleite-01cre@seduc.rs.gov.br             
43107133,EST VILA MARIA                                    ,415,CAVALHADA           ,91920370,eevioleta@yahoo.com.br                            
43107141,RUA JACUNDA                                       ,365,GUARUJA             ,91770430,langendonck@via-rs.net                            
43107150,RUA CORONEL CLAUDINO                              ,254,CRISTAL             ,91910670,rafael@rafaelpintobandeira.brte.com.br            
43107168,RUA LIMA E SILVA                                  ,400,CIDADE BAIXA        ,90050100,efriojaneiro-01cre@seduc.rs.gov.br                
43107176,RUA CABRAL                                        ,621,RIO BRANCO          ,90420121,www.roquecallage@gmail.com                        
43107184,AV CAVALHADA                                      ,2433,CAVALHADA           ,91740001,roquegonzales@ig.com.br                           
43107192,RUA VISCONDE DO HERVAL                            ,970,MENINO DEUS         ,90130150,william.schisler@ibest.com.br                     
43107206,RUA SILVEIRO                                      ,1640,MORRO STA TEREZA    ,90850000,angelaberneira@hotmail.com                        
43107214,AV BERNARDINO OLIVEIRA PAIM                       ,665,RUBEM BERTA         ,91160300,eeemsantarosa@gmail.com                           
43107222,EST SAO CAETANO                                   ,1600,BELEM NOVO_LAMI     ,91785220,efsaocaetano-01cre@seduc.rs.gov.br                
43107230,ESTR QUIRINAS LOMBA DO PINHEIRO                   ,0,LOMBA DO PINHEIRO   ,91500000,                                                  
43107257,RUA A -  CHÁCARA DOS BOMBEIROS                    ,3,PARTENON            ,91520160,                                                  
43107265,PARQ MOINHOS DE VENTO                             ,200,MOINHOS DE VENTO    ,90440010,escolauruguairs@bol.com                           
43107273,AV NITEROI ESQUINA TRAV VIAMAO                    ,0,MEDIANEIRA          ,90880270,efvenezuela-01cre@seduc.rs.gov.br                 
43107281,DONA LUIZA ROCCO                                  ,0,GLORIA              ,90870050,eeefveracruz@yahoo.com.br                         
43107290,RUA THOMAZ FRANCISCO DE JESUS                     ,0,JARDIM CARVALHO     ,91430040,efaldolocatelli-01cre@seduc.rs.gov.br             
43107303,RUA MARCOS  KRUCHIN                               ,291,NAVEGANTES          ,90245250,efdanilozaffari-01cre@seduc.rs.gov.br             
43107311,RUA FRANCISCO RODOLFO SMICH                       ,617,JARDIM BARAO DO CAHY,91130210,escolaitamarati@yahoo.com.br                      
43107320,AV BELIZE                                         ,261,RESTINGA VELHA      ,91790080,ejpatrocinio@yahoo.com                            
43107338,RUA DELFINO RIET                                  ,525,SANTO ANTONIO       ,90660120,efsantaluzia-01cre@seduc.rs.gov.br                
43107346,RUA ARTUR ROCHA                                   ,200,MONTSERRAT          ,90450170,eeviscon@terra.com.br                             
43107354,PRACA ARATIBA                                     ,0,CAVALHADA           ,91740170,eeefvisconde@ig.com.br                            
43107362,RUA DOM BOSCO                                     ,103,GLORIA              ,90680580,sec.assuncao@maristas.org.br                      
43107370,RUA DR EDUARDO CHARTIER                           ,360,HIGIENOPOLIS        ,90520100,secretaria@colegiodombosco.net                    
43107389,RUA FELIPE DE OLIVEIRA                            ,448,PETRÓPOLIS          ,90630000,secretaria@colegiosantacecilia.com.br             
43107397,AV BENNO MENTZ                                    ,1560,IPIRANGA            ,91370020,direcaopedagogica@guanella.com.br                 
43107400,RUA CONEGO MARCELINO                              ,107,CIDADE BAIXA        ,90050280,secretaria@escolamaeadmiravel.com.br              
43107419,RUA DR MARIO TOTTA                                ,1252,TRISTEZA            ,91920130,direcao@colegiomaededeus.com.br                   
43107427,PRACA MENINO DEUS                                 ,77,MENINO DEUS         ,90850180,secretaria@escolameninodeus.com.br                
43107435,RUA MARCILIO DIAS                                 ,1201,AZENHA              ,90130001,secretaria@colegioromanoiii.com.br                
43107443,RUA DA REPUBLICA                                  ,801,CIDADE BAIXA        ,90050321,aline.gomes@lasalle.edu.br                        
43107451,AV PARA                                           ,833,SAO GERALDO         ,90240591,sfamilia@santafamilia.com.br                      
43107460,AV TERESOPOLIS                                    ,2805,TERESOPOLIS         ,90870001,central.relacionamento@bomjesus.br                
43107478,RUA DOMINGOS DE ABREU                             ,967,SARANDI             ,91120090,efdeciomcosta-01cre@seduc.rs.gov.br               
43107486,AV PRINCESA ISABEL                                ,1160,SANTANA             ,90620000,esfrapoa@gmail.com                                
43107494,RUA AMERICO VESPUCIO                              ,483,HIGIENOPOLIS        ,90550031,info@dohms.org.br                                 
43107524,RUA DR LAURO DE OLIVEIRA                          ,71,RIO BRANCO          ,90420210,colegioamericano@metodistadosul.edu.br            
43107559,AV CAVALHADA                                      ,3999,CAVALHADA           ,91740001,secretaria@isl-rs.com.br                          
43107567,AV ALCIDES SÃO SEVERIANO                          ,100,SARANDI             ,91130500,colegio@luteranodapaz.com.br                      
43107575,RUA SEPE TIARAJU                                  ,1013,ALTO-TERESOPOLIS    ,90840360,ensino@joaoxxiii.com                              
43107583,AV OSVALDO ARANHA                                 ,527,FARROUPILHA         ,90035190,iedegfc@terra.com.br                              
43107591,AV FORTE                                          ,77,CRISTO REDENTOR     ,91360000,secretaria@mesquita.com.br                        
43107605,AV ALCIDES SEVERIANO                              ,99,SARANDI             ,91130500,falecom@colegiokennedy.com                        
43107613,RUA TUPI                                          ,212,PASSO DAREIA        ,91030520,ivpallotti@via-rs.net                             
43107621,RUA CABRAL                                        ,571,RIO BRANCO          ,90420121,piabarcelos@cpovo.net                             
43107648,RUA INTENDENTE AZEVEDO                            ,464,GLORIA              ,91700110,                                                  
43107656,RUA CLEMENCIANO BARNASQUE                         ,200,TERESOPOLIS         ,91720260,meucantinho@escolameucantinho.com.br              
43107753,RUA DELMAR ROCHA BARBOSA                          ,483,RUBEM BERTA         ,91330000,smonticell@ibest.com.br                           
43107761,PRAÇA GARIBALDI                                   ,40,CIDADE BAIXA        ,90050020,                                                  
43107800,AV  VALADO                                        ,363,PARTENON            ,91510740,seceap.asr@usb.org.br                             
43107818,RUA CARIRI                                        ,407,ASSUNÇÃO            ,91900560,secpedagogica@terra.com.br                        
43107826,RUA PADRE LEOPOLDO BRENTANO                       ,1451,VILA FARRAPOS       ,90250590,efoswaldovergara-01cre@seduc.rs.gov.br            
43107850,AV PADRE CACIQUE                                  ,1372,SANTA TEREZA        ,90810240,efspasqualini-01cre@seduc.rs.gov.br               
43107877,AV BALTAZAR OLIVEIRA GARCIA                       ,4879,RUBEM BERTA         ,91180001,saochico@institutosaofrancisco.com.br             
43107885,PRACA COMENDADOR SOUZA GOMES                      ,0,TRISTEZA            ,91900190,toutubro@yahoo.com.br                             
43107923,RUA CEL APARICIO BORGES                           ,2160,PARTENON            ,90680570,aparicio1930@yahoo.com.br                         
43107931,AV BAHIA                                          ,948,SAO GERALDO         ,90240552,efsouzalobo-01cre@seduc.rs.gov.br                 
43107940,RUA SOUZA REIS                                    ,132,SAO JOAO            ,90240650,msmjc@terra.com.br                                
43107966,RUA EROTILDE MACHADO SANTANA                      ,0,AGRONOMIA           ,91540050,efsylviotorres-01cre@seduc.rs.gov.br              
43107974,RUA VITOR SILVA                                   ,186,CAMAQUA             ,91910170,sf.zonasul@institutosaofrancisco.com.br           
43107982,RUA ENG OSCAR DE OLIVEIRA RAMOS                   ,660, RESTINGA NOVA      ,91790050,emraulpilla-01cre@seduc.rs.gov.br                 
43107990,AV BOGOTA                                         ,789,JARDIM LINDOIA      ,91060000,esc.lindoia@gmail.com                             
43108008,"AV, JOAO PESSOA                                   ",2125,AZENHA              ,90040001,colegio.inaciomontanha@gmail.com                  
43108016,RUA COMENDADOR CORUJA                             ,315,FLORESTA            ,90220180,florianopeixoto-01cre@seduc.rs.gov.br             
43108024,RUA EUDORO BERLINCK                               ,632,AUXILIADORA         ,90450030,cepiratinirs@yahoo.com.br                         
43108032,RUA BADEN POWELL                                  ,409,SARANDI             ,91110040,costaesilva-01cre@seduc.rs.gov.br                 
43108040,AV PROTASIO ALVES                                 ,999,SANTA CECILIA       ,90410000,ieriobranco.rs@gmail.com                          
43108059,RUA CAETE                                         ,328,ASSUNÇÃO            ,91900180,emsantosdumont-01cre@seduc.rs.gov.br              
43108067,AV SILVADO                                        ,555,PARTENON            ,91510100,paulodagama@ibest.com.br                          
43108083,AV OSVALDO GONCALVES CRUZ                         ,444,IPANEMA             ,91760060,odilagay@yahoo.com.br                             
43108091,RUA EUSTAQUIO INACIO DA SILVEIRA                  ,300,BELEM NOVO          ,91780100,glicerioalves@pop.com.br                          
43108105,AV CEL APARICIO BORGES                            ,2001,PARTENON            ,90680570,ctbm-pedagogico@brigadamilitar.rs.gov.br          
43108113,AV MONTENEGRO                                     ,269,PETROPOLIS          ,90460160,colegio.tubino@terra.com.br                       
43108130,RUA WASHINGTON LUIZ                               ,1050,CENTRO              ,90010460,escola@acm-rs.com.br                              
43108148,R JOSE DE ALENCAR                                 ,745,MENINO DEUS         ,90880481,escolacisnebranco@gmail.com                       
43108156,RUA SANTA CATARINA                                ,105,MARIA GORETT        ,91030330,acm_zn@acm-rs.com.br                              
43108164,PRACA DOM SEBASTIAO                               ,2,MOINHOS DE VENTO    ,90035080,secretaria.rosario@maristas.org.br                
43108172,RUA DA REPUBLICA                                  ,635,CIDADE BAIXA        ,90050321,olintodeoliveira@hotmail.com                      
43108180,AV SATURNINO DE BRITO                             ,1400,VILA JARDIM         ,91320001,ce.rubenberta@gmail.com                           
43108202,RUA WALDOMIRO SCHAPKE                             ,11,PARTENON            ,91530390,caldas_jr@yahoo.com.br                            
43108210,JUNTO A VILA DIVINEIA                             ,0,BOM JESUS           ,91500000,eflearosa-01cre@seduc.rs.gov.br                   
43108229,RUA FABIO ARAUJO SANTOS                           ,0,NONOAI              ,91720390,efcidadejardim-01cre@seduc.rs.gov.br              
43108237,RUA RUA GAL AUTO                                  ,68,CENTRO              ,90010380,maradirecao.ps@terra.com.br                       
43108245,RUA DONA TEODORA                                  ,1156,HUMAITA             ,90240300,eslions@brturbo.com.br                            
43108253,RUA MIGUEL TOSTES                                 ,201,INDEPENDENCIA       ,90420061,mtamara.avila@gmail.com                           
43108296,TRAV ANGUSTURA                                    ,66,MOINHOS DE VENTO    ,90440030,escola.gentemiuda@terra.com.br                    
43108300,RUA ARI TARRAGO                                   ,1745,JARDIM ITU SABARA   ,91225001,efhelenalschneider-01cre@seduc.rs.gov.br          
43108318,RUA SARGENTO SILVIO D HOLLEMBACH                  ,69,JARDIM LEOPOLDINA   ,91240120,bog.rs@terra.com.br                               
43108326,AV SILVESTRE FELIX RODRIGUES                      ,0,RUBEM BERTA         ,91150020,eflidiamoschetti-01cre@seduc.rs.gov.br            
43108334,RUA ACESSO TOYAMA                                 ,0,ITU COINMA          ,91215290,eeeftoyama@terra.com.br                           
43108342,RUA VICENTE CELESTINO                             ,120,RUBEM BERTA         ,91180130,efpotymedeiros-01cre@seduc.rs.gov.br              
43108350,RUA PETRONIO PORTELA  P SANTA FE                  ,1100,RUBEM BERTA         ,91180520,efponchoverde-01cre@seduc.rs.gov.br               
43108377,RUA TARCILA MORAES DUTRA                          ,799,PARQUE DOS MAYAS    ,91170170,secretariasaopaulo@gmail.com                      
43108385,RUA 6 BECO DOS NUNES                              ,0,VILA PETROPOLIS     ,91310020,escolamarieta@brturbo.com.br                      
43108393,RUA JAIME VIGNOLI                                 ,320,ANCHIETA            ,90200110,efbrigadeirogomes-01cre@seduc.rs.gov.br           
43108415,RUA QUINTINO BOCAIUVA                             ,540,MOINHOS DE VENTO    ,90440050,uniao.crianca@gnu.com.br                          
43108423,RUA MARECHAL ANDREA                               ,345,BOA VISTA           ,91340400,secretaria@colegioprovincia.com.br                
43108466,RUA URUGUAIANA                                    ,185,MENINO DEUS         ,90110330,atendimento@tartaruguinhaverde.com.br             
43108474,RUA MARUJAIBA                                     ,8,RUBEM BERTA         ,91170340,vinte.setembro@gmail.com                          
43108482,RUA AFONSO RODRIGUES                              ,100,JARDIM BOTANICO     ,90690170,otavio.secretaria@gmail.com                       
43108490,PROFESSOR JORGE FURTADO                           ,47,RUBEM BERTA         ,91160680,efbgoncalves-1cre@seduc.rs.gov.br                 
43108539,RUA CATAMARCA                                     ,93,JARDIM LINDOIA      ,91050170,escola.patotinha@gmail.com                        
43108547,RUA LIDIA MOSCHETTI                               ,200,JARDIM LEOPOLDINA   ,91240100,dcanabarro@brturbo.com.br                         
43108580,RUA FELIPE NERI                                   ,78,AUXILIADORA         ,90440150,casadacriancansa@gmail.com                        
43108610,AV IJUI                                           ,641,PETROPOLIS          ,90460200,batatinha.quando.nasce@hotmail.com                
43108628,RUA MARCIO LUIS VERAS VIDOR                       ,10,PRAIA DE BELAS      ,90110160,crecheped@cejus.com.br                            
43108687,RUA DONA LAURA                                    ,319,RIO BRANCO          ,90430091,esquilotravesso@ig.com.br                         
43108709,RUA INHANDUI                                      ,432,CRISTAL             ,90820170,elpidiofpaes-01cre@seduc.rs.gov.br                
43108717,AV CAVALHADA                                      ,4357,CAVALHADA           ,91470001,conegonadal-01cre@seduc.rs.gov.br                 
43108725,RUA BECO DO DAVID                                 ,261,AGRONOMIA           ,91550160,efonofrepires-01cre@seduc.rs.gov.br               
43108733,RUA JOSE HONORATO SANTOS                          ,101,AZENHA              ,90050040,emiliomassot@bol.com.br                           
43108741,RUA MARIANO DE MATOS                              ,300,MEDIANEIRA          ,90880250,colalvarobraga@ig.com.br                          
43108750,RUA GUILHERME ALVES                               ,1900,PARTENON            ,90680000,escolaotaviorocha@yahoo.com.br                    
43108768,RUA BOTAFOGO                                      ,396,MENINO DEUS         ,90150050,eproosevelt@hotmail.com                           
43108776,AV BENTO GONCALVES                                ,7500,AGRONOMIA           ,90540000,e_miguel_dario@ig.com.br                          
43108784,RUA CRUZEIRO DO SUL                               ,2702,CRISTAL             ,90840000,efpaulharris-01cre@seduc.rs.gov.br                
43108792,RUA MAGNOLIA                                      ,120,LOMBA DO PINHEIRO   ,91560180,efthereza-01cre@seduc.rs.gov.br                   
43108806,AV. VEREADOR ROBERTO LANDELL DE MOURA             ,364,ABERTA DOS MORROS   ,91750751,eftancredoneves-01cre@seduc.rs.gov.br             
43108822,RUA DONA AUGUSTA                                  ,60,MENINO DEUS         ,90850130,pato@portoweb.com.br                              
43108830,RUA SAO JOSE DO NORTE                             ,0,BELEM VELHO         ,91712160,efanitag-01cre@seduc.rs.gov.br                    
43108849,RUA DOLORES DURAN QUADRA B                        ,300,AGRONOMIA           ,91540220,monica.matos@lasalle.edu.br                       
43108873,RUA BATISTA XAVIER                                ,600,PARTENON            ,90680120,santazitadelucca@brturbo.com.br                   
43108881,AV SILVADO                                        ,456,PARTENON            ,91510100,crechebm@brigadamilitar.rs.gov.br                 
43108903,AV NITEROI                                        ,472,MEDIANEIRA          ,90880270,e.e.e.m.costaesilva@bol.com.br                    
43108911,RUA EUGENIO RODRIGUES                             ,4919,RESTINGA NOVA       ,91790060,ildomeneghetti@yahoo.com.br                       
43108938,RUA SALDANHA MARINHO                              ,166,MENINO DEUS         ,90160240,escolameladinho@terra.com.br                      
43108946,AV PRAIA DE BELAS                                 ,1948,MENINO DEUS         ,90110000,escolapiazito@via-rs.net                          
43108954,RUA 1 DE SETEMBRO                                 ,480,PARTENON            ,91520540,azambuja.soares@ig.com.br                         
43108962,AV BENTO GONCALVES                                ,1731,PARTENON            ,90620002,colegiopadrerambo@yahoo.com.br                    
43108970,RUA PADRE CALDAS                                  ,59,PARTENON            ,90620280,efmauriciossobrinho-01cre@seduc.rs.gov.br         
43109047,RUA AFONSO PENA                                   ,115,AZENHA              ,90160020,escola.tagarela@terra.com.br                      
43109110,AV CAPIVARI                                       ,2020,CRISTAL             ,90810070,                                                  
43109136,RUA JOAO PAETZEL                                  ,440,TRES FIGUEIRAS      ,91330280,school@panamerican.com.br                         
43109152,RUA VIDAL DE NEGREIROS                            ,423,PARTENON            ,91520480,diretor@murialdopoa.com.br                        
43109160,RUA FRANCISCO FERRER                              ,170,RIO BRANCO          ,90420140,                                                  
43109179,RUA DR CAIO BRANDAO DE MELLO                      ,300,PARQUE HUMAITA      ,90250110,                                                  
43109187,RUA TEN ARY TARRAGO                               ,3345,JARDIM PLANALTO     ,91225002,elmano.lauffer@pop.com.br                         
43109241,RUA ARROIO DOS PADRES                             ,250,GLORIA              ,91712390,efrenascenca-01cre@seduc.rs.gov.br                
43109250,RUA FERNANDO PESSOA                               ,380,JARDIM VILA NOVA    ,91750340,                                                  
43109268,RUA  JOSE BENTO CORREA                            ,100,MORRO SANTANA       ,91450030,escolamsf@gmail.com                               
43109276,AV CRISTOVAO COLOMBO                              ,3437,HIGIENÓPOLIS        ,90560005,amigosdoverde@amigosdoverde.com.br                
43109284,RUA AUGUSTO COMTE                                 ,95,CAVALHADA           ,91910370,soniacardoso@dohms.org.br                         
43109314,RUA SÃO MANOEL                                    ,525,SANTA  CECÍLIA      ,90620110,ets1cre@seduc.rs.gov.br                           
43109330,RUA 14 DE JULHO                                   ,687,BOA VISTA           ,91340430,sec@colegiomonteirolobato.com.br                  
43109349,RUA ANDARAI                                       ,266,PASSO DAREIA        ,91350110,direcao@escolasaolucas.com.br                     
43109357,RUA DR. MALHEIROS                                 ,60,SANTO ANTONIO       ,90640050,escolaass@ig.com.br                               
43109365,RUA ENG. EWBANK CAMARA                            ,77,BELA VISTA          ,90440130,                                                  
43109373,RUA CORONEL PAULINO TEIXEIRA                      ,394,RIO BRANCO          ,90420160,escolaprojeto@terra.com.br                        
43169244,RUA CORONEL ANDRE BELO                            ,705,MENINO DEUS         ,90110020,neejameninodeus@hotmail.com                       
